Time,Location,Magnitude,Depth,URL
2024-04-23 08:11:02.519,"10 km S of Hualien City, Taiwan",5.0,16.257,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt3i
2024-04-23 08:04:05.246,"22 km SSE of Hualien City, Taiwan",5.8,12.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt3f
2024-04-23 05:31:38.398,"22 km SSE of Hualien City, Taiwan",5.4,8.991,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt22
2024-04-23 05:24:31.124,"31 km S of Hualien City, Taiwan",5.1,8.497,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt21
2024-04-23 05:19:35.721,"26 km S of Hualien City, Taiwan",5.3,9.426,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1x
2024-04-23 05:04:21.907,"35 km S of Hualien City, Taiwan",5.4,5.83,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1q
2024-04-23 04:49:57.856,"35 km S of Hualien City, Taiwan",5.5,17.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1n
2024-04-23 04:03:06.819,"25 km SSE of Hualien City, Taiwan",5.2,8.839,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1g
2024-04-23 03:19:53.318,"21 km SSE of Hualien City, Taiwan",5.0,8.683,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt18
2024-04-23 02:32:48.439,"13 km SSW of Hualien City, Taiwan",6.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt0s
2024-04-23 02:26:52.852,"29 km S of Hualien City, Taiwan",6.1,9.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt0r
2024-04-22 22:20:09.372,"28 km S of Hualien City, Taiwan",5.0,8.222,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdv0
2024-04-22 22:11:22.980,"27 km S of Hualien City, Taiwan",5.8,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mduw
2024-04-22 21:13:40.535,"36 km S of Hualien City, Taiwan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdup
2024-04-22 20:22:49.933,"178 km NNE of Colonia, Micronesia",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mduf
2024-04-22 19:45:35.666,"34 km S of Hualien City, Taiwan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mduc
2024-04-22 19:44:00.447,"27 km S of Hualien City, Taiwan",5.0,21.887,https://earthquake.usgs.gov/earthquakes/eventpage/us6000muxx
2024-04-22 19:40:13.386,"171 km NNE of Colonia, Micronesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdu9
2024-04-22 19:34:37.074,"41 km S of Hualien City, Taiwan",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000muy1
2024-04-22 19:25:56.268,"35 km S of Hualien City, Taiwan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000muxz
2024-04-22 19:13:11.313,"26 km S of Hualien City, Taiwan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdtl
2024-04-22 19:11:33.022,"101 km SSW of Trenggalek, Indonesia",5.3,35.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdtn
2024-04-22 19:10:48.733,"107 km SSW of Trenggalek, Indonesia",5.1,54.28,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdtk
2024-04-22 18:50:30.590,"30 km S of Hualien City, Taiwan",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdti
2024-04-22 18:49:06.722,"28 km S of Hualien City, Taiwan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000muy0
2024-04-22 18:46:21.461,"39 km S of Hualien City, Taiwan",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdtc
2024-04-22 17:16:01.385,"23 km SW of Hualien City, Taiwan",5.2,27.828,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdt0
2024-04-22 17:12:10.590,"19 km SSW of Hualien City, Taiwan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdt2
2024-04-22 17:08:39.851,"31 km S of Hualien City, Taiwan",5.2,16.265,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdsw
2024-04-22 03:05:14.633,"142 km SSW of Emiliano Zapata, Mexico",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdpx
2024-04-21 19:59:16.820,Kermadec Islands region,5.1,46.324,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdn0
2024-04-21 14:37:19.558,"119 km WNW of Höfn, Iceland",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdlk
2024-04-21 10:40:55.589,"56 km S of Hualien City, Taiwan",5.1,28.583,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdkn
2024-04-20 11:42:24.412,"207 km NNW of Saipan, Northern Mariana Islands",5.0,489.707,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mde4
2024-04-19 19:00:39.955,central Mid-Atlantic Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000md43
2024-04-19 17:18:00.874,southeast of the Loyalty Islands,5.7,87.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000md3k
2024-04-19 10:23:16.270,south of the Fiji Islands,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000md1y
2024-04-19 01:40:02.062,western Xizang,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mczb
2024-04-18 23:12:30.391,"64 km ESE of Loreto, Mexico",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcxe
2024-04-18 23:11:25.596,"11 km W of Sulusaray, Turkey",5.6,16.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcxc
2024-04-18 17:29:11.969,"Volcano Islands, Japan region",5.4,62.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcul
2024-04-18 16:26:13.393,southern Mid-Atlantic Ridge,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcua
2024-04-18 15:39:39.658,"84 km ENE of Loreto, Mexico",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcu3
2024-04-18 14:06:04.909,"204 km WSW of Port McNeill, Canada",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mctr
2024-04-18 05:31:47.788,"266 km W of Houma, Tonga",5.4,387.775,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcru
2024-04-18 05:21:54.614,"20 km ESE of Cárdenas, Nicaragua",5.5,154.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcrs
2024-04-17 22:14:46.694,"18 km W of Uwajima, Japan",6.3,32.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcpi
2024-04-17 16:04:42.182,Balleny Islands region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcm3
2024-04-17 09:45:14.861,"86 km E of Loreto, Mexico",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mckg
2024-04-17 07:01:24.137,"39 km SE of Port Blair, India",5.0,57.532,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcjj
2024-04-17 00:06:15.536,"17 km ESE of Union, Philippines",5.0,51.666,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcg7
2024-04-16 22:58:55.527,"83 km ESE of Inarajan Village, Guam",5.4,9.219,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcej
2024-04-16 15:56:40.597,"104 km ENE of Port-Olry, Vanuatu",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mccx
2024-04-16 06:38:56.828,"147 km SE of Koshima, Japan",5.9,7.556,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcb1
2024-04-15 18:43:28.500,"106 km SSW of Kokopo, Papua New Guinea",5.4,71.991,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mc5q
2024-04-15 04:56:28.201,"111 km ESE of Kimbe, Papua New Guinea",6.5,49.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mc2t
2024-04-14 13:28:47.416,central Mid-Atlantic Ridge,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mc01
2024-04-14 00:40:55.412,"161 km WNW of Tobelo, Indonesia",5.0,39.341,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbx7
2024-04-13 23:17:18.773,western Indian-Antarctic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbwy
2024-04-13 18:47:02.842,"127 km NE of Hihifo, Tonga",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbw6
2024-04-13 14:53:44.360,southeast Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbuy
2024-04-13 14:26:35.031,"157 km WNW of Tobelo, Indonesia",5.2,38.856,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbux
2024-04-13 13:44:39.593,western Xizang,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbuv
2024-04-12 23:59:15.269,"102 km WNW of Kirakira, Solomon Islands",5.8,20.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbqp
2024-04-12 17:00:17.560,"5 km ESE of Uken, Japan",5.0,53.889,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbm5
2024-04-12 01:34:06.488,"237 km SE of Sarangani, Philippines",5.0,45.378,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbh3
2024-04-11 11:33:57.207,"5 km NE of Bantacan, Philippines",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbbc
2024-04-11 08:47:07.145,Mid-Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000md4x
2024-04-11 00:20:17.869,"42 km E of Sulat, Philippines",5.2,9.55,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mb7s
2024-04-10 23:33:42.660,"60 km W of Patacamaya, Bolivia",5.0,203.694,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mb79
2024-04-10 22:56:17.074,"34 km NW of Kuqa, China",5.4,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mb76
2024-04-10 18:57:39.261,"46 km WNW of Kuqa, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mb69
2024-04-10 15:57:42.427,Southwest Indian Ridge,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mb5u
2024-04-09 22:07:05.932,"48 km WNW of Yongning, China",5.0,30.53,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mazk
2024-04-09 17:47:59.810,"150 km NW of Tobelo, Indonesia",6.4,22.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maxr
2024-04-09 08:04:05.827,"35 km ESE of Ransiki, Indonesia",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mc4q
2024-04-09 08:02:52.078,"34 km SE of Ransiki, Indonesia",5.9,6.66,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maw0
2024-04-09 04:58:02.763,"113 km ESE of Hihifo, Tonga",5.2,38.64,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mav6
2024-04-08 11:10:17.316,"Kermadec Islands, New Zealand",5.1,109.823,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maq4
2024-04-08 09:25:29.592,"6 km NNE of Nichinan, Japan",5.1,50.529,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mapp
2024-04-08 04:47:58.649,"65 km WNW of Kuqa, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000manu
2024-04-08 01:49:32.447,"2 km S of Tenancingo, El Salvador",5.0,193.139,https://earthquake.usgs.gov/earthquakes/eventpage/us7000man5
2024-04-08 01:46:18.442,"192 km SW of Bandar Lampung, Indonesia",5.0,38.777,https://earthquake.usgs.gov/earthquakes/eventpage/us7000man4
2024-04-07 22:57:16.495,"49 km SSE of Dompu, Indonesia",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mamb
2024-04-07 16:46:17.940,"58 km WNW of Kuqa, China",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000makt
2024-04-07 15:25:06.984,"36 km WSW of Kandrian, Papua New Guinea",5.1,47.071,https://earthquake.usgs.gov/earthquakes/eventpage/us7000make
2024-04-07 13:23:42.813,east of the South Sandwich Islands,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000majx
2024-04-07 10:38:38.496,"246 km E of Tadine, New Caledonia",5.0,19.63,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maj2
2024-04-06 20:25:42.820,"22 km NNE of Ambunti, Papua New Guinea",5.0,63.264,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mag1
2024-04-06 18:47:12.076,"15 km SE of Hualien City, Taiwan",5.2,29.453,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mafi
2024-04-06 16:24:30.650,"251 km N of Agats, Indonesia",5.0,65.268,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maep
2024-04-06 14:31:14.740,central East Pacific Rise,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000madp
2024-04-06 10:29:22.577,"30 km SW of Zhaotong, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mack
2024-04-06 09:37:49.290,"57 km SE of Hualien City, Taiwan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mace
2024-04-06 08:12:17.749,"141 km S of Honchō, Japan",5.4,26.386,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mac0
2024-04-06 04:32:13.197,"74 km NW of Neiafu, Tonga",5.6,114.688,https://earthquake.usgs.gov/earthquakes/eventpage/us7000maah
2024-04-05 20:45:38.655,"33 km NNE of Sarupathar, India",5.7,69.136,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma59
2024-04-05 19:03:16.357,"Maug Islands region, Northern Mariana Islands",6.8,222.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma2w
2024-04-05 17:01:55.258,"48 km WSW of El Palmarcito, Mexico",5.0,77.926,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma26
2024-04-05 12:50:51.121,"13 km NE of Hualien City, Taiwan",5.0,20.304,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma1f
2024-04-05 10:30:02.555,northern Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma0r
2024-04-05 07:46:40.169,central Mid-Atlantic Ridge,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9zx
2024-04-05 07:37:28.670,central Mid-Atlantic Ridge,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9zr
2024-04-05 07:18:23.674,central Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9zn
2024-04-05 04:31:49.325,"34 km SW of Urakawa, Japan",5.0,63.264,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9z0
2024-04-05 00:04:32.601,"33 km S of Padam, India",5.0,32.436,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9w5
2024-04-04 15:38:05.187,"56 km SW of Puerto El Triunfo, El Salvador",5.1,54.6,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9u3
2024-04-04 11:16:30.313,"77 km E of Minami-Sōma, Japan",6.1,29.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9sq
2024-04-04 08:39:38.283,"194 km ESE of Bingtuan Sanshiliu Tuan, China",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9rx
2024-04-04 08:19:52.287,south of the Kermadec Islands,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9rq
2024-04-03 21:51:56.776,"8 km ESE of Chiguayante, Chile",5.2,35.977,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9lk
2024-04-03 17:02:16.573,"111 km N of Paciran, Indonesia",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9ke
2024-04-03 12:51:22.460,"40 km ENE of Hinatuan, Philippines",5.1,67.064,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9j3
2024-04-03 11:32:22.685,"22 km NNW of Oxapampa, Peru",5.0,9.277,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9ie
2024-04-03 11:01:07.487,Mid-Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9ia
2024-04-03 10:28:16.568,"30 km NE of Hualien City, Taiwan",5.1,13.194,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9ht
2024-04-03 10:23:27.076,"28 km N of Hualien City, Taiwan",5.0,35.749,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbf5
2024-04-03 10:14:36.488,"41 km NE of Hualien City, Taiwan",5.7,41.798,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9hp
2024-04-03 10:02:05.440,off the coast of Ecuador,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9hl
2024-04-03 09:53:57.455,"11 km SSW of Hualien City, Taiwan",5.1,22.545,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9hk
2024-04-03 09:49:38.775,"31 km ESE of Hualien City, Taiwan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9hh
2024-04-03 09:39:47.928,"27 km SE of Hualien City, Taiwan",5.7,26.363,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbfv
2024-04-03 09:39:35.045,"28 km SE of Hualien City, Taiwan",5.3,16.869,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9h9
2024-04-03 09:19:31.837,"12 km SSE of Hualien City, Taiwan",5.1,6.723,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbey
2024-04-03 09:17:41.291,"6 km E of Hualien City, Taiwan",5.0,26.865,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9h7
2024-04-03 09:09:37.061,"27 km NE of Hualien City, Taiwan",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9h5
2024-04-03 09:01:12.630,"11 km NNW of Hualien City, Taiwan",5.0,20.884,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbeu
2024-04-03 08:50:46.898,"22 km S of Hualien City, Taiwan",5.2,27.179,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gx
2024-04-03 08:46:44.732,"24 km NNE of Hualien City, Taiwan",5.6,14.297,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gp
2024-04-03 08:43:55.100,"2 km NNW of Hualien City, Taiwan",5.3,10.789,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gm
2024-04-03 08:35:36.982,"21 km NNE of Hualien City, Taiwan",5.6,15.864,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gh
2024-04-03 08:31:12.301,"18 km E of Hualien City, Taiwan",5.0,23.2,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbfg
2024-04-03 08:17:37.240,"15 km ENE of Hualien City, Taiwan",5.2,38.611,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbfm
2024-04-03 08:17:16.083,"24 km E of Hualien City, Taiwan",5.1,35.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbhx
2024-04-03 08:11:25.266,"15 km NNE of Hualien City, Taiwan",6.4,13.931,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gc
2024-04-03 08:09:31.012,"25 km NNE of Hualien City, Taiwan",5.0,32.25,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbhd
2024-04-03 08:05:01.965,"137 km ENE of Saipan, Northern Mariana Islands",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbhn
2024-04-03 07:58:12.173,"15 km S of Hualien City, Taiwan",7.4,40.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9g4
2024-04-03 06:16:44.681,"139 km ENE of Saipan, Northern Mariana Islands",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9fv
2024-04-02 17:54:08.569,"137 km ENE of Saipan, Northern Mariana Islands",6.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9bq
2024-04-02 03:24:36.670,"7 km SW of Kuji, Japan",5.9,73.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m98g
2024-04-01 22:45:16.039,northern East Pacific Rise,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m976
2024-04-01 09:39:05.248,"43 km W of Panguna, Papua New Guinea",5.1,163.637,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m94s
2024-04-01 02:20:23.373,southeast of the Loyalty Islands,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m93l
2024-04-01 01:01:51.297,Balleny Islands region,5.9,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m936
2024-03-31 11:01:44.594,"163 km NNW of Houma, Tonga",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m90u
2024-03-31 09:30:28.183,southeast of Easter Island,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma7r
2024-03-31 08:25:15.149,"42 km E of Rasht, Tajikistan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m90b
2024-03-31 06:55:52.655,"77 km W of Panguna, Papua New Guinea",5.1,77.27,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m900
2024-03-31 01:35:49.670,"164 km W of Pangai, Tonga",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8z0
2024-03-31 00:44:25.049,"171 km NNW of Houma, Tonga",5.3,10.249,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8yl
2024-03-31 00:28:57.456,"Rat Islands, Aleutian Islands, Alaska",5.8,109.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8yd
2024-03-30 17:48:17.120,central East Pacific Rise,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8ww
2024-03-30 01:58:36.489,northern Mid-Atlantic Ridge,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8sn
2024-03-30 00:19:37.942,northern Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8s7
2024-03-29 22:40:56.146,Kermadec Islands region,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8rg
2024-03-29 17:57:05.507,"125 km NNW of Kimbe, Papua New Guinea",5.6,570.902,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8qr
2024-03-29 15:12:48.063,"34 km WNW of Filiatrá, Greece",5.8,26.873,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8q9
2024-03-29 14:29:33.834,"103 km NNW of Port-Vila, Vanuatu",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8pz
2024-03-29 12:58:59.642,"258 km NE of Saipan, Northern Mariana Islands",5.0,41.584,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8pq
2024-03-29 10:02:42.608,"259 km NE of Saipan, Northern Mariana Islands",5.0,25.174,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8p1
2024-03-28 18:55:10.409,"58 km SW of Ashkāsham, Afghanistan",5.0,108.477,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8ib
2024-03-28 16:01:54.946,"138 km S of Bambanglipuro, Indonesia",5.0,59.247,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8hh
2024-03-28 12:05:15.500,"55 km NNE of Pucallpa, Peru",5.2,152.869,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8gh
2024-03-28 06:49:50.490,south of the Fiji Islands,5.0,475.748,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8f0
2024-03-27 22:16:13.291,"23 km NNE of Marechal Thaumaturgo, Brazil",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8au
