Time,Location,Magnitude,Depth,URL
2024-02-10 13:21:35.429,"1 km NNW of Salvacion, Philippines",5.4,50.159,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly7s
2024-02-10 11:22:06.930,"8 km W of Esperanza, Philippines",5.8,32.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly6w
2024-02-10 06:17:04.649,"182 km SSW of Camaná, Peru",5.0,19.533,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly4u
2024-02-10 04:06:31.660,"2 km SW of Pāhala, Hawaii",5.68,36.99,https://earthquake.usgs.gov/earthquakes/eventpage/hv74103036
2024-02-09 18:57:48.482,"Kermadec Islands, New Zealand",6.1,13.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxyv
2024-02-09 06:35:59.158,"57 km E of Loreto, Mexico",5.0,5.867,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxvl
2024-02-09 05:29:14.887,central Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxv1
2024-02-09 04:01:44.491,"62 km ENE of Loreto, Mexico",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxuk
2024-02-08 03:33:36.620,"171 km WSW of Fakfak, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxlh
2024-02-07 12:05:03.974,"16 km SW of Claveria, Philippines",5.4,44.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgr
2024-02-07 10:57:04.102,"53 km ESE of Aras-asan, Philippines",5.0,80.855,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgd
2024-02-07 10:44:57.369,"46 km E of Aras-asan, Philippines",5.0,65.508,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgc
2024-02-07 10:42:02.148,"24 km ENE of Lata, Solomon Islands",5.0,206.692,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxga
2024-02-07 10:04:53.438,"46 km SW of La Libertad, El Salvador",5.0,65.871,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxg3
2024-02-06 22:37:56.409,"0 km W of Bacolod, Philippines",5.1,52.252,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxbl
2024-02-06 21:53:19.290,"47 km SW of La Libertad, El Salvador",5.1,66.084,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxb4
2024-02-06 17:01:20.398,West Chile Rise,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxa3
2024-02-06 03:04:08.975,"Volcano Islands, Japan region",5.1,184.339,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx5e
2024-02-05 22:39:37.204,Reykjanes Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx34
2024-02-05 21:53:33.584,Reykjanes Ridge,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx33
2024-02-05 21:53:14.479,Reykjanes Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx2q
2024-02-05 16:30:50.309,"43 km E of Nishinoomote, Japan",5.0,38.302,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx1f
2024-02-05 15:29:28.646,"292 km E of Vao, New Caledonia",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly0a
2024-02-05 15:26:31.613,"282 km E of Vao, New Caledonia",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx12
2024-02-05 08:52:22.869,"99 km E of Tuapejat, Indonesia",5.0,51.246,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx01
2024-02-04 17:50:42.910,"158 km SW of Merizo Village, Guam",5.4,39.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwwh
2024-02-04 12:46:18.514,"92 km NNW of Neiafu, Tonga",5.1,83.417,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwv9
2024-02-04 07:30:53.186,"83 km W of Santiago de Cao, Peru",5.2,35.029,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwu4
2024-02-03 21:50:37.015,"100 km NNW of Neiafu, Tonga",5.1,84.075,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwqp
2024-02-03 21:45:37.202,"159 km NNW of Sola, Vanuatu",5.1,232.365,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwqn
2024-02-03 16:25:09.304,"135 km WNW of Tobelo, Indonesia",5.0,35.893,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwpf
2024-02-03 13:24:28.269,"8 km NW of Prague, Oklahoma",5.06,3.0,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024cish
2024-02-03 12:40:58.418,"235 km SSW of Yanglong, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwm5
2024-02-02 05:35:39.226,"51 km E of Barcelona, Philippines",5.1,62.522,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lw1m
2024-02-02 02:14:40.757,"116 km NE of Hihifo, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvzt
2024-02-01 15:45:38.911,"256 km SW of Merizo Village, Guam",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvqi
2024-01-31 18:49:35.461,"264 km SW of Houma, Tonga",5.8,176.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv7d
2024-01-31 02:05:27.752,"157 km NW of Ternate, Indonesia",5.0,41.461,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv28
2024-01-30 21:10:13.605,South Sandwich Islands region,5.1,102.026,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luz7
2024-01-30 06:27:41.948,"128 km WNW of Aykol, China",5.7,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luuy
2024-01-29 15:37:21.407,"116 km ENE of Barcelona, Philippines",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunx
2024-01-29 02:11:23.160,"48 km SW of Hualien City, Taiwan",5.1,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lul3
2024-01-28 17:38:56.538,"70 km W of Tarauacá, Brazil",6.5,621.081,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lui3
2024-01-28 07:59:29.184,"11 km W of Ichihara, Japan",5.1,70.051,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lufj
2024-01-28 02:29:49.816,"102 km SSE of Sarangani, Philippines",5.0,163.893,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ludp
2024-01-28 00:13:56.297,"156 km NE of Neiafu, Tonga",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lud6
2024-01-27 17:33:17.652,"south of Java, Indonesia",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lubv
2024-01-27 13:52:48.419,"15 km W of Taxisco, Guatemala",6.1,90.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luai
2024-01-27 13:19:19.465,"4 km S of Özdere, Turkey",5.1,11.291,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luac
2024-01-27 10:15:26.991,"138 km E of Madang, Papua New Guinea",5.4,227.678,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu9q
2024-01-27 09:36:45.009,"292 km NE of Fais, Micronesia",5.1,43.944,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu98
2024-01-26 20:46:16.087,"Izu Islands, Japan region",5.4,45.09,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu1f
2024-01-26 09:57:20.474,"91 km NNE of Lae, Papua New Guinea",5.1,94.358,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltvm
2024-01-26 07:01:02.114,north of Ascension Island,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltus
2024-01-26 04:01:27.370,"112 km WNW of Aykol, China",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltth
2024-01-26 02:58:12.789,"67 km SSW of Ollagüe, Chile",5.0,121.034,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltt2
2024-01-26 02:25:12.409,"98 km ESE of Kimbe, Papua New Guinea",5.0,21.238,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltsx
2024-01-26 01:00:43.411,"27 km SSE of Obock, Djibouti",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lts5
2024-01-25 21:04:06.941,"19 km WNW of Sincik, Turkey",5.0,16.204,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltqd
2024-01-25 20:24:12.531,"89 km NW of Ende, Indonesia",5.6,21.643,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltpz
2024-01-25 06:21:48.970,"127 km W of Aykol, China",5.1,7.536,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltl0
2024-01-24 22:39:19.224,"155 km S of Vanimo, Papua New Guinea",5.0,67.683,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lth2
2024-01-24 22:18:37.018,"25 km ESE of Dannevirke, New Zealand",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltgv
2024-01-24 21:49:23.071,"201 km S of Banjar, Indonesia",5.0,22.147,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltgs
2024-01-24 18:28:58.754,south of the Kermadec Islands,5.1,45.386,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltg1
2024-01-24 16:05:10.409,"41 km NE of Calama, Chile",5.3,113.11,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltf3
2024-01-24 14:27:18.261,"170 km S of ‘Ohonua, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltec
2024-01-24 09:48:31.029,"31 km ENE of Loreto, Mexico",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltcx
2024-01-24 09:29:46.480,"299 km WSW of Tual, Indonesia",5.3,136.091,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltcl
2024-01-24 05:33:49.499,"66 km SSE of Akkeshi, Japan",5.1,33.702,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltaz
2024-01-24 04:38:13.026,"131 km W of Aykol, China",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltaj
2024-01-23 23:26:29.426,"25 km SSW of Port-Vila, Vanuatu",5.1,10.435,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu51
2024-01-23 23:22:26.387,"Volcano Islands, Japan region",5.0,144.706,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt7f
2024-01-23 22:33:45.022,"39 km SW of Port-Vila, Vanuatu",6.3,31.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt73
2024-01-23 12:02:41.437,southeast of Easter Island,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt48
2024-01-23 09:18:40.538,"119 km WNW of Aykol, China",5.3,3.426,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt2y
2024-01-23 07:19:25.792,"121 km WNW of Aykol, China",5.1,7.148,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt29
2024-01-23 06:30:11.367,"84 km WSW of Coquimbo, Chile",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt1x
2024-01-23 05:43:05.717,"122 km WNW of Aykol, China",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt1d
2024-01-23 03:36:47.834,"128 km WNW of Aykol, China",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt0j
2024-01-23 02:42:33.209,"124 km WNW of Aykol, China",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt02
2024-01-23 02:32:41.383,"137 km W of Aykol, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lszy
2024-01-23 02:17:07.591,"131 km SSE of Kyzyl-Suu, Kyrgyzstan",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu3e
2024-01-23 02:14:16.160,"129 km SSE of Kyzyl-Suu, Kyrgyzstan",5.8,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt1i
2024-01-23 02:09:04.340,"128 km WNW of Aykol, China",7.0,13.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lsze
2024-01-23 01:27:25.350,Carlsberg Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lsz5
2024-01-22 22:20:31.728,"198 km WSW of Houma, Tonga",5.3,211.776,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m5ev
2024-01-22 01:19:48.289,"6 km WNW of Cepitá, Colombia",5.0,154.112,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m59q
2024-01-21 10:36:01.362,"100 km W of El Aguilar, Argentina",5.3,202.477,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m56d
2024-01-21 06:09:39.708,Southwest Indian Ridge,6.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m53t
2024-01-21 05:31:05.092,"123 km NW of Tarauacá, Brazil",6.6,607.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m52p
2024-01-20 23:48:40.121,"Pagan region, Northern Mariana Islands",6.1,184.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m50e
2024-01-20 13:20:14.543,southeast of the Loyalty Islands,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4xl
2024-01-20 12:54:04.253,South Sandwich Islands region,5.0,35.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4xb
2024-01-20 09:36:11.203,"287 km SSE of Port Blair, India",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4vw
2024-01-20 05:34:35.071,"4 km SW of Salcha, Alaska",5.3,10.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak024vrx24o
2024-01-19 19:26:03.598,"7 km E of Cartago, Colombia",5.6,65.067,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4n2
2024-01-19 17:40:59.707,"144 km NNW of Antofagasta de la Sierra, Argentina",5.1,114.76,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4mv
2024-01-19 12:57:13.544,"80 km WNW of Sola, Vanuatu",5.5,32.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4lx
2024-01-19 06:12:21.755,"148 km NW of Fangale’ounga, Tonga",6.4,209.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4js
2024-01-19 00:13:35.293,"124 km NE of Hihifo, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4fu
2024-01-18 20:46:11.570,South Sandwich Islands region,5.6,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4ej
2024-01-18 13:12:15.019,South Sandwich Islands region,5.3,56.894,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4d4
2024-01-18 12:50:01.458,"116 km WSW of Houma, Tonga",5.8,155.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4c9
2024-01-18 06:10:52.085,"175 km S of ‘Ohonua, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4aw
2024-01-18 05:34:10.671,southeast central Pacific Ocean,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4af
2024-01-17 21:00:49.087,"219 km N of Saipan, Northern Mariana Islands",5.0,146.317,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m46a
2024-01-17 20:32:01.191,"29 km NE of Hinatuan, Philippines",5.6,39.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m45x
2024-01-16 05:56:59.176,"Kermadec Islands, New Zealand",5.2,32.759,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3uc
2024-01-16 01:30:26.555,Bouvet Island region,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3t9
2024-01-16 00:43:07.427,"106 km NNW of Isangel, Vanuatu",5.1,150.788,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3t5
2024-01-15 22:04:35.409,"120 km SSE of Sarangani, Philippines",5.0,88.75,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3sf
2024-01-15 20:52:26.490,"62 km NW of Kurumkan, Russia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3sa
2024-01-15 13:17:38.249,"9 km NE of San Pedro de Atacama, Chile",5.0,99.92,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3pm
2024-01-15 08:50:53.163,"175 km S of ‘Ohonua, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3ns
2024-01-14 09:08:13.509,"25 km WNW of Ollagüe, Chile",5.1,122.296,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3kd
2024-01-13 17:08:21.345,"153 km E of Kokopo, Papua New Guinea",5.2,49.052,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3hb
2024-01-13 06:32:14.165,"162 km SSW of ‘Ohonua, Tonga",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3e5
2024-01-12 21:00:48.614,"35 km SW of Quilca, Peru",5.3,65.305,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m39t
2024-01-12 15:46:21.171,"69 km WNW of Port Alexander, Alaska",5.9,11.1,https://earthquake.usgs.gov/earthquakes/eventpage/ak024jyw3sk
2024-01-12 11:51:05.886,"81 km WSW of Palaióchora, Greece",5.0,28.748,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m38i
2024-01-12 11:07:39.718,"Pagan region, Northern Mariana Islands",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m38b
2024-01-12 10:05:04.693,"121 km ESE of Sarangani, Philippines",5.0,44.076,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m387
2024-01-11 17:20:26.337,"45 km SSW of Jurm, Afghanistan",6.4,204.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m31m
2024-01-11 12:54:31.447,South Pacific Ocean,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m30y
2024-01-11 07:54:46.124,"32 km ENE of Moyobamba, Peru",5.0,120.742,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2zs
2024-01-11 06:44:39.195,Mariana Islands region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2z8
2024-01-10 10:29:02.702,southern Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2vd
2024-01-10 00:47:25.900,"128 km SE of Ollagüe, Chile",5.4,175.245,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2sb
2024-01-09 16:59:10.141,"53 km WSW of Sado, Japan",5.9,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2ny
2024-01-09 15:53:21.240,"134 km SE of Pangai, Tonga",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2nr
2024-01-09 12:45:06.777,"148 km WSW of Teluk Dalam, Indonesia",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2n7
2024-01-09 10:54:57.043,"32 km WSW of Sola, Vanuatu",5.2,199.672,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2mr
2024-01-09 04:48:42.361,"93 km SE of Sarangani, Philippines",6.7,62.574,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2jp
2024-01-08 17:51:30.178,"29 km SSE of Tuapejat, Indonesia",5.2,17.148,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2fs
2024-01-08 15:39:50.400,"Maug Islands region, Northern Mariana Islands",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2fk
2024-01-08 05:41:05.926,"77 km ESE of Fangale’ounga, Tonga",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2di
2024-01-08 04:00:07.311,Balleny Islands region,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2d7
2024-01-08 02:06:11.273,Balleny Islands region,5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2cv
2024-01-07 16:35:32.422,"84 km WSW of Curahuara de Carangas, Bolivia",5.3,142.52,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2bf
2024-01-07 14:58:16.209,"211 km SW of Merizo Village, Guam",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2b9
2024-01-06 20:33:02.528,southern East Pacific Rise,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m27f
2024-01-06 19:46:31.666,Carlsberg Ridge,5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m26y
2024-01-06 04:26:51.093,"6 km W of Anamizu, Japan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m22x
2024-01-05 11:16:52.349,western Indian-Antarctic Ridge,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1wi
2024-01-04 12:56:37.532,"125 km W of Houma, Tonga",5.7,197.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1ld
2024-01-04 08:43:16.914,Banda Sea,5.0,137.491,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1kk
2024-01-04 05:12:54.145,"Maug Islands region, Northern Mariana Islands",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1j9
2024-01-04 02:07:13.613,south of Africa,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1hf
2024-01-03 16:04:04.468,"68 km WNW of Vinchina, Argentina",5.5,117.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1cg
2024-01-03 09:54:34.243,"12 km N of Anamizu, Japan",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1bj
2024-01-03 09:43:15.915,"36 km SSE of Madang, Papua New Guinea",5.2,61.922,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1bg
2024-01-03 09:11:31.461,"22 km E of Hinatuan, Philippines",5.0,76.597,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1b7
2024-01-03 06:57:00.970,"97 km W of El Aguilar, Argentina",5.0,188.635,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m1ae
2024-01-03 03:59:31.888,"27 km WSW of Calongbuyan, Philippines",5.0,47.706,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m18z
2024-01-02 09:17:31.568,"11 km W of Anamizu, Japan",5.4,6.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m12f
2024-01-01 17:45:26.217,"73 km WSW of Sado, Japan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0yg
2024-01-01 17:39:59.811,"23 km WSW of Anamizu, Japan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0yf
2024-01-01 17:30:21.401,"50 km NE of Anamizu, Japan",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0ye
2024-01-01 17:08:17.603,"54 km NE of Anamizu, Japan",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0ya
2024-01-01 17:03:48.859,"56 km NE of Anamizu, Japan",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0y9
2024-01-01 16:07:10.627,"26 km WSW of Anamizu, Japan",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xw
2024-01-01 16:02:44.840,"56 km NE of Anamizu, Japan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xu
2024-01-01 15:56:47.661,"7 km N of Anamizu, Japan",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xt
2024-01-01 15:52:43.251,"94 km SE of Gorontalo, Indonesia",5.3,81.212,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xq
2024-01-01 15:39:49.268,"56 km ENE of Anamizu, Japan",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xn
2024-01-01 15:18:41.584,"8 km SW of Anamizu, Japan",6.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xm
2024-01-01 15:10:09.476,"2024 Noto Peninsula, Japan Earthquake",7.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xl
2024-01-01 15:06:05.477,"42 km NE of Anamizu, Japan",5.8,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xj
